"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 111","Law Enforcement Organization/Administration I","37308",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Robert Lehmann",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Law Enforcement Organization/Administration I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 133","Ethics and the Criminal Justice Professional","17299",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Raymond Louth",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2020-08-24,2020-12-12,"Ethics and the Criminal Justice Professional",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 140","Introduction to Corrections","37309",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Trisha Kipps",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Introduction to Corrections",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 170","Street Gangs and Law Enforcement","37312",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Trisha Kipps",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2020-08-24,2020-12-12,"Street Gangs and Law Enforcement",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 211","Criminal Law, Evidence and Procedures I","17807",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Trisha Kipps",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2020-08-24,2020-12-12,"Criminal Law, Evidence and Procedures I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 227","Constitutional Law for Justice Personnel","37317",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Stephen Armstrong",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Constitutional Law for Justice Personnel",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 228","Narcotics and Dangerous Drugs","37320",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Robert Lehmann",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Narcotics and Dangerous Drugs",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 229","Law Enforcement and the Community","37321",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Robert Lehmann",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Law Enforcement and the Community",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 236","Principles of Criminal Investigation","37325",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Trisha Kipps",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2020-08-24,2020-12-12,"Principles of Criminal Investigation",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 247","Criminal Behavior","37352",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Michael Sorensen",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2020-08-24,2020-12-12,"Criminal Behavior",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Eight Week - First","AIR"," 121","Air Conditioning and Refrigeration I","46886",21A,3,"TR",TuTh,09:00 AM,12:50 PM,"CHESTER","Godwin G101","James Gay",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,C,,,2020-08-24,2020-10-17,"Air Conditioning and Refrigeration I",2020-08-26,2204,2020-08-31,2020-09-25
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Eight Week - Second","AIR"," 122","Air Conditioning and Refrigeration II","46887",31A,3,"TR",TuTh,09:00 AM,12:50 PM,"CHESTER","Godwin G101","James Gay",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,C,,,2020-10-19,2020-12-12,"Air Conditioning and Refrigeration II",2020-10-21,2204,2020-10-25,2020-11-17
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Regular Academic Session","AIR"," 121","Air Conditioning and Refrigeration I","16997",01A,3,"M",M,11:00 AM,02:50 PM,"CHESTER","Godwin G101","James Gay",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"Air Conditioning and Refrigeration I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Regular Academic Session","AIR"," 121","Air Conditioning and Refrigeration I","16851",72A,3,"W",W,06:00 PM,09:50 PM,"CHESTER","Godwin G101","Mitchell Ruiz-Jimenez",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,C,,,2020-08-24,2020-12-12,"Air Conditioning and Refrigeration I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Regular Academic Session","AIR"," 121","Air Conditioning and Refrigeration I","16850",71A,3,"M",M,06:00 PM,09:50 PM,"CHESTER","Godwin G101","Mitchell Ruiz-Jimenez",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"Air Conditioning and Refrigeration I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Regular Academic Session","AIR"," 154","Heating Systems I","37710",01A,3,"W",W,11:00 AM,02:50 PM,"CHESTER","Godwin G101","James Gay",A, ," ","  PREREQUISITE:  AIR 121  AIR 122 and AIR 134 or instructor permission. This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"Heating Systems I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Air Conditioning","Regular Academic Session","AIR"," 154","Heating Systems I","17025",71A,3,"T",Tu,06:00 PM,09:50 PM,"CHESTER","Godwin G101","Daniel Martin",A, ,"  PREREQUISITE: AIR 121  AIR 122 and AIR 134 or instructor permission.","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"Heating Systems I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Architecture","Regular Academic Session","ARC"," 121","Architectural Drafting I","46951",Z61S,3,"W",W,06:00 PM,09:50 PM,"VIRTUAL-RT","Online Scheduled Time","Crystal Miller-Liggon",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Architectural Drafting I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Architecture","Regular Academic Session","ARC"," 221","Architectural CAD Applications Software I","46889",Z71S,3,"M",M,06:00 PM,09:50 PM,"VIRTUAL-RT","Online Scheduled Time","Christopher Zabrosky",A, ," ","  COURSE CONTENT: AutoCAD Architecture 2020. This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Architectural CAD Applications Software I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Architecture","Regular Academic Session","ARC"," 231","Advanced Architectural Design & Graphics I","46952",Z71S,4,"T",Tu,06:30 PM,09:50 PM,"VIRTUAL-RT","Online Scheduled Time","Crystal Miller-Liggon",A, ,"  PREREQUISITES: ARC 122 and ARC 222.","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Advanced Architectural Design & Graphics I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Architecture","Regular Academic Session","ARC"," 246","Materials and Methods of Construction","46953",Z71S,4,"M",M,06:30 PM,09:50 PM,"VIRTUAL-RT","Online Scheduled Time","Crystal Miller-Liggon",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Materials and Methods of Construction",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Architecture","Regular Academic Session","ARC"," 258","Building Codes, Contract Documents","17017",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Crystal Miller-Liggon",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"Building Codes, Contract Documents",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","43086",R01S,3,"TR",TuTh,11:00 AM,12:00 PM,"VIRTUAL-RT","Online Scheduled Time","Jenny Siddall",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed and have independent online learning via Canvas. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","46943",Z01A,3,"MW",MW,09:30 AM,10:50 AM,"VIRTUAL-RT","Online Scheduled Time","Amy Marshman",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","43086",R01S,3,"VIRT",,,,"VIRTUAL-RT","Virtual","Jenny Siddall",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed and have independent online learning via Canvas. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","46944",Z02A,3,"MW",MW,12:30 PM,01:50 PM,"VIRTUAL-RT","Online Scheduled Time","Amy Marshman",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","17376",02A,3,"MW",MW,12:30 PM,01:50 PM,"CHESTER","Moyar M136","Amy Marshman",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Art","Regular Academic Session","ART"," 101","History and Appreciation of Art I","16926",01A,3,"MW",MW,09:30 AM,10:50 AM,"CHESTER","Moyar M136","Amy Marshman",A, ," ","  This course will be in-person on the day(s) and at the times listed. A limited number of students are allowed to enroll in the in-person class  as the college will follow all CDC  federal  state  and college requirements at the time the class begins through the end of the course. By registering for the in-person class  students will be required to follow all established guidelines and policies for this course. Any students not willing to follow the guidelines and policies should register for courses taught fully online or remotely via Zoom instead.",A,O,,,2020-08-24,2020-12-12,"History and Appreciation of Art I",2020-08-28,2204,2020-09-08,2020-10-23
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - First","BSK","   1","Whole Numbers","16769",Z34S,1,"MW",MW,09:30 AM,10:50 AM,"VIRTUAL-RT","Online Scheduled Time","Glenn Varholick",A, ,"  BSK 1-Z34S is computer-based (video lecture) with instructor support. 

NOTE:  BSK 1-34A is not covered by financial aid.","  NOTE: BSK 1-Z34S is not covered by financial aid. This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-08-24,2020-09-28,"Whole Numbers",2020-08-25,2204,2020-08-28,2020-09-11
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - First","BSK","   1","Whole Numbers","41999",Z37S,1,"MW",MW,11:00 AM,12:20 PM,"VIRTUAL-RT","Online Scheduled Time","Glenn Varholick",A, ,"  BSK 1-Z37S is computer-based (video lecture) with instructor support.","  NOTE: BSK 1-Z37S is not covered by financial aid. This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-08-24,2020-09-28,"Whole Numbers",2020-08-25,2204,2020-08-28,2020-09-11
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - First","BSK","   1","Whole Numbers","42003",52A,1,"TR",TuTh,11:00 AM,12:20 PM,"CHESTER","Nicholas N135","Ebenezer Emos",A, ,"  BSK 1-52A is computer-based (video lecture) with instructor support.","  NOTE: BSK 1-52A is not covered by financial aid. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-08-24,2020-09-28,"Whole Numbers",2020-08-25,2204,2020-08-28,2020-09-11
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - First","BSK","   1","Whole Numbers","41998",31A,1,"MW",MW,08:00 AM,09:20 AM,"CHESTER","Nicholas N135","Evan Wilson",A, ,"  BSK 1-31A is computer-based (video lecture) with instructor support.","  NOTE: BSK 1-31A is not covered by financial aid. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-08-24,2020-09-28,"Whole Numbers",2020-08-25,2204,2020-08-28,2020-09-11
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - Second","BSK","   1","Whole Numbers","42018",53A,1,"TR",TuTh,11:00 AM,12:20 PM,"CHESTER","Nicholas N135","Ebenezer Emos",A, ,"  BSK 1-53A is computer-based (video lecture) with instructor support.","  NOTE: BSK 1-53A is not covered by financial aid. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-09-29,2020-11-03,"Whole Numbers",2020-09-30,2204,2020-10-05,2020-10-19
"John Tyler Community College","2020 Fall","Chester Campus","Basic Skills","Five Week - Second","BSK","   1","Whole Numbers","42012",32A,1,"MW",MW,08:00 AM,09:20 AM,"CHESTER","Nicholas N135","Evan Wilson",A, ,"  BSK 1-32A is computer-based (video lecture) with instructor support.","  NOTE: BSK 1-32A is not covered by financial aid. This course is part of the Follett ACCESS (formerly called IncludED) program.  You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2020-09-29,2020-11-03,"Whole Numbers",2020-09-30,2204,2020-10-05,2020-10-19
